Date,Open,High,Low,Close,Adj Close,Volume
2004-12-09,150.619995,152.125,150.606995,151.432007,84.398018,3801224
2004-12-10,152.5,154.438004,151.75,153.207993,85.38781,6216808
2004-12-13,153.25,155.207993,153.158005,154.520004,86.119026,4996232
2004-12-14,155.25,155.587006,153.787994,154.145004,85.910027,3083504
2004-12-15,155.5,156.845001,154.75,155.688004,86.770012,5772672
2004-12-16,156.057007,158.125,154.75,157.832993,87.965492,4350464
2004-12-17,157.5,159.350006,156.511993,157.061996,87.535767,5509752
2004-12-20,157.5,158.561996,157.061996,157.820007,87.958206,2268424
2004-12-21,158.119995,159.625,157.895004,159.087006,88.664391,3458512
2004-12-22,159.386993,159.386993,153.75,155.020004,86.397713,6001712
2004-12-23,155.962006,155.962006,153.125,153.481995,85.540512,3948912
2004-12-24,154.119995,159,152.695007,158.494995,88.334435,6661856
2004-12-27,158.75,160.625,157.774994,158.820007,88.515533,4400504
2004-12-28,159,164.25,158.274994,163.669998,91.218613,9614448
2004-12-29,164.619995,167.113007,164.145004,165.033005,91.978264,6633224
2004-12-30,164.75,166,161.481995,162.082993,90.334145,5626792
2004-12-31,162.5,167.350006,162.082993,166.932007,93.036644,4899312
2005-01-03,166.932007,169.587006,166.932007,169.158005,94.27726,4734168
2005-01-04,168.75,169.25,166.645004,167.658005,93.441254,4979104
2005-01-05,167.524994,167.524994,160.037994,165.625,92.308228,9604320
2005-01-06,165,168.25,161.561996,165.057007,91.991661,8006888
2005-01-07,166.25,168.125,164.082993,167.494995,93.350403,7623136
2005-01-10,168.582993,169.925003,165.25,165.932007,92.479355,7521568
2005-01-11,166.25,166.912994,162.625,164.220001,91.525169,7986376
2005-01-12,165.744995,170.994995,160.837006,162.257996,90.431671,20720032
2005-01-13,163.75,167.337006,159.375,161.613007,90.072189,27757952
2005-01-14,163.087006,164.738007,159.625,162.050003,90.315742,15757776
2005-01-17,163.699997,163.699997,155.024994,157.908005,88.007294,13651184
2005-01-18,159.337006,160.5,157.188004,157.981995,88.048485,6183264
2005-01-19,158.25,159.212006,156.386993,156.925003,87.459404,3538488
2005-01-20,156.875,156.875,153.75,155.462006,86.644051,4536200
2005-01-24,155.462006,155.919998,151.919998,152.582993,85.039497,3628192
2005-01-25,151.850006,154.988007,150.886993,154.432007,86.069969,4465928
2005-01-27,155.408005,156.725006,154.412994,155.070007,86.425552,5455344
2005-01-28,155.356995,161.850006,155.311996,161.149994,89.81411,8393816
2005-01-31,162.25,163.975006,161.283005,162.550003,90.594406,5853384
2005-02-01,163.375,165,160.875,164.408005,91.629921,8019840
2005-02-02,164.875,165.432007,162.875,163.619995,91.190742,4870456
2005-02-03,164,164.345001,162.75,163.886993,93.33609,3327616
2005-02-04,163.75,165.25,162.570007,163.307007,93.005791,2684040
2005-02-07,164.074997,166.337006,162.625,164.220001,93.52578,5944216
2005-02-08,164.220001,165.375,163.5,164.5,93.685234,3284432
2005-02-09,165.125,167.949997,165.095001,166.600006,94.881203,5537936
2005-02-10,166.25,167.938004,165.375,166.582993,94.871521,4376648
2005-02-11,167.25,173.375,167.25,172.720001,98.366661,10367096
2005-02-14,173.882996,177.25,173.882996,176.207993,100.353119,8875264
2005-02-15,176.25,176.875,171.75,172.669998,98.338181,3976720
2005-02-16,174.875,174.875,170.125,171.020004,97.398476,3126832
2005-02-17,171.020004,173.25,168.824997,172.731995,98.373482,4124976
2005-02-18,172.5,174,169.375,171.875,97.885384,2545144
2005-02-21,171.375,171.975006,168.136993,170.695007,97.213409,1777152
2005-02-22,170.587006,171.244995,168.875,170.432007,97.063599,2139040
2005-02-23,170.432007,172.761993,169.395004,171.869995,97.882553,5166816
2005-02-24,171.869995,174.488007,170.149994,170.994995,97.384239,10806440
2005-02-25,172.100006,172.375,169.145004,170.507996,97.106918,5070896
2005-02-28,172.375,173.125,167.5,172.613007,98.305695,6402408
2005-03-01,172.625,180,168.875,169.682007,96.636459,4958152
2005-03-02,171.875,171.875,170.199997,171,97.38707,2658112
2005-03-03,171.25,174.375,170.5,173.695007,98.921974,2891160
2005-03-04,174.25,175.438004,172.75,174.033005,99.114426,4017872
2005-03-07,174.375,176,174.25,175.024994,99.679352,3658032
2005-03-08,175.5,177.613007,174.419998,176.744995,100.658981,5027680
2005-03-09,176.125,178.311996,174.382996,175.938004,100.199356,5422088
2005-03-10,176.25,176.25,173.783005,174.945007,99.633865,2302280
2005-03-11,175.75,179.363007,175.625,178.432007,101.619736,5205744
2005-03-14,178.5,182.5,177.5,181.481995,103.356758,6534032
2005-03-15,181.375,182.75,178.75,180.332993,102.702385,4146480
2005-03-16,180,183.449997,180,181.507996,103.371536,5473416
2005-03-17,181,184.212006,180,182.619995,104.00486,6805328
2005-03-18,182.375,184.061996,178.125,183.587006,104.555603,6123464
2005-03-21,183.770004,184.375,180.574997,182.057007,103.684227,4354120
2005-03-22,181.850006,182.136993,180.011993,180.445007,102.766144,2684432
2005-03-23,180,181,176.669998,177.658005,101.178925,3439416
2005-03-24,178.75,179.75,172.207993,173.044998,98.551735,5954576
2005-03-28,173.875,176.106995,173,174.050003,99.124115,3699728
2005-03-29,174.375,174.75,170.274994,171.363007,97.593826,3053400
2005-03-30,171.386993,175,170,173.820007,98.993126,4115256
2005-03-31,175.561996,180.636993,174.658005,179.007996,101.947746,6914640
2005-04-01,179.125,182.125,176.75,181.369995,103.292923,5562672
2005-04-04,181.5,182.100006,177.912994,178.470001,101.641357,5257360
2005-04-05,178.625,180.311996,177.011993,178.182007,101.477356,3367832
2005-04-06,178.375,181,178.375,180.169998,102.609581,1953408
2005-04-07,180.125,181.25,177.75,178.149994,101.459106,2483216
2005-04-08,178.837006,179.363007,173.757996,174.195007,99.206665,4052280
2005-04-11,174.625,175,170.011993,170.449997,97.07386,2822992
2005-04-12,174.875,174.875,170.625,172.75,98.383736,4112696
2005-04-13,174.25,175.875,173.195007,175.199997,99.779053,4638600
2005-04-15,174.375,174.375,164.375,164.875,93.898788,9862480
2005-04-18,162.5,168.587006,161.375,164.832993,93.874863,6024304
2005-04-19,166.25,168.613007,147.261993,151.087006,86.046341,27235152
2005-04-20,150,150,136.662994,139.524994,79.461586,47498256
2005-04-21,140.625,143.5,138.75,142.800003,81.326782,13252336
2005-04-22,145,146.457993,142.533005,145.845001,83.060944,12958672
2005-04-25,145.600006,145.988007,143.5,144.619995,82.363274,6880584
2005-04-26,144.625,145.475006,141.761993,142.087006,80.920692,5539000
2005-04-27,142.636993,142.636993,138.875,139.457993,79.423431,6537368
2005-04-28,139.386993,141.25,137.145004,139.350006,79.361946,8728872
2005-04-29,141.100006,143.087006,139.632996,141.386993,80.522026,11065704
2005-05-02,143.75,147.25,139.761993,141.113007,80.365997,5129600
2005-05-03,141.25,141.875,138.169998,138.574997,78.920547,5503048
2005-05-04,138.311996,140.561996,138.311996,140.106995,79.793045,4792144
2005-05-05,143.744995,143.75,140.695007,142.106995,80.932076,6495064
2005-05-06,142.5,146.462006,141.520004,145.938004,83.113876,8188664
2005-05-09,146.25,147.783005,145.783005,146.908005,83.666328,4739040
2005-05-10,147.25,147.25,143.283005,144.061996,82.045479,7075952
2005-05-11,143.5,144.074997,142.244995,143.636993,81.803444,3213288
2005-05-12,144.875,145.212006,142.895004,143.345001,81.637146,3608944
2005-05-13,143.625,143.875,142.520004,143.574997,81.768105,2388752
2005-05-16,143.125,144.863007,142.783005,144.287994,82.174202,5775200
2005-05-17,145.136993,145.587006,143.050003,143.820007,81.907677,4666576
2005-05-18,144.25,144.25,140.375,142.837006,81.347847,4588224
2005-05-19,144.182007,146.5,144.149994,145.311996,82.757378,3659448
2005-05-20,145.625,146.837006,143.399994,146.207993,83.267647,3265616
2005-05-23,146.25,154.363007,146.25,152.975006,87.121582,10362016
2005-05-24,155.587006,155.587006,150.658005,154.356995,87.908669,6128856
2005-05-25,153.712006,158.675003,151.875,157.570007,89.738495,7894472
2005-05-26,157.25,162,156.395004,161.257996,91.838882,9782096
2005-05-27,160.375,162.375,156.908005,158.649994,90.353592,7363480
2005-05-30,158.649994,166.632996,158,164.886993,93.905632,17893184
2005-05-31,165,167.863007,163.195007,166.783005,94.985435,10365568
2005-06-01,166.25,166.25,162.195007,163.061996,92.866295,7530088
2005-06-02,163.5,163.625,158.136993,158.570007,90.30806,11076624
2005-06-03,158.570007,162.087006,157.632996,161.645004,92.059265,6548528
2005-06-06,161.875,162.712006,158.787994,160.050003,91.150887,5792512
2005-06-07,161.100006,161.100006,158.632996,159.707993,90.956146,3698192
2005-06-08,160,162,159.511993,161.511993,91.98349,4832512
2005-06-09,161.75,162.375,158.919998,159.662994,90.930473,3598336
2005-06-10,160,162.5,157.636993,158.270004,90.137154,6642624
2005-06-13,159.375,160.375,157.524994,158.957993,90.528976,2590032
2005-06-14,159.625,159.988007,157.524994,158.257996,90.130341,3452384
2005-06-15,158.720001,159.738007,158.287994,159.020004,90.564323,2791072
2005-06-16,159.725006,160.988007,158.106995,159.712006,90.958427,4593552
2005-06-17,160.337006,160.807007,157.886993,158.457993,90.244209,3067992
2005-06-20,159.375,162.744995,158.787994,161.988007,92.254623,6412672
2005-06-21,162.5,164.050003,160.412994,163.136993,92.908951,10463544
2005-06-22,163.625,167.375,163.625,166.669998,94.921089,11537376
2005-06-23,166.25,167.220001,163.125,163.425003,93.073013,3676944
2005-06-24,162.5,167.287994,161.875,165.720001,94.380035,6021320
2005-06-27,164.962006,166.625,163.5,164.557007,93.71769,3548128
2005-06-28,164.75,166,164.257996,165.445007,94.223442,5776112
2005-06-29,165.625,169.744995,165.270004,166.570007,94.864159,6446640
2005-06-30,167.350006,170.625,167.350006,169.761993,96.682007,7189000
2005-07-01,168.75,169.587006,167.544998,169.050003,96.276512,4820568
2005-07-04,169.850006,171.488007,166.375,169.882996,96.750923,3951648
2005-07-05,171.220001,171.220001,164.074997,165.024994,93.984222,5187376
2005-07-06,165.75,166.574997,164.520004,165.386993,97.133362,3057216
2005-07-07,165.386993,167.5,162.908005,163.707993,96.147316,3488888
2005-07-08,163.824997,166.175003,161.695007,163.886993,96.252411,6088000
2005-07-11,163.886993,166.25,163.886993,165.757996,97.351273,3791264
2005-07-12,164.824997,165.125,159.037994,160.738007,94.402977,6150600
2005-07-13,160.625,162.5,158.375,158.845001,93.291245,6469840
2005-07-14,159.832993,160.962006,152.044998,153.125,89.931847,8860408
2005-07-15,153.875,157.738007,151.882996,156.057007,91.653816,9341720
2005-07-18,156.5,184.875,156.5,165.274994,97.067596,14475608
2005-07-19,168.550003,169.75,157.5,164.895004,96.844444,4677744
2005-07-20,166.875,166.875,163.145004,163.533005,96.044525,3494304
2005-07-21,165.125,165.125,160,161.287994,94.725998,4198984
2005-07-22,160.625,162.231995,158.800003,161.744995,94.994431,5179296
2005-07-25,162.074997,162.794998,159.399994,160.544998,94.289665,5433024
2005-07-26,160.731995,161.5,157.5,158.158005,92.887711,5229680
2005-07-27,158.125,161,158.125,160.561996,94.299629,2597408
2005-07-28,NaN,NaN,NaN,NaN,NaN,NaN
2005-07-29,159.375,161.25,157.75,158.600006,93.147308,8358552
2005-08-01,158.375,159.375,155.332993,156.524994,91.92868,5430792
2005-08-02,161.5,162.25,157.25,161.287994,94.725998,4821520
2005-08-03,162.188004,163.425003,160.375,162.595001,95.493637,7274320
2005-08-04,163.125,164.975006,161,161.908005,95.090118,6346936
2005-08-05,162.5,163.5,159.649994,160.675003,94.366013,3162848
2005-08-08,161.25,161.25,158.408005,160.382996,94.194473,4109360
2005-08-09,159.375,160.875,158,160.550003,94.29258,4743752
2005-08-10,160.707993,164.582993,160.707993,164.132996,96.396858,6958080
2005-08-11,164.582993,166.125,163.324997,164.106995,96.38163,3645312
2005-08-12,166.050003,166.050003,159.449997,160.356995,94.179237,3821832
2005-08-16,161.25,161.25,158.125,158.632996,93.166672,3653408
2005-08-17,160,162.75,157.662994,162.395004,95.376167,5637488
2005-08-18,163.375,165.625,163.162994,164.212006,98.258492,7813656
2005-08-19,164.375,166.5,163.886993,165.669998,99.13089,4966272
2005-08-22,165.625,168.550003,155.625,164.731995,98.569595,4492016
2005-08-23,165.875,166.332993,164.125,164.507996,98.4356,4686416
2005-08-24,164.507996,164.75,160.5,161.962006,96.912178,4036760
2005-08-25,163.125,166.25,162.5,165.457993,99.004005,6341224
2005-08-26,166.057007,171.25,165.625,170.595001,102.07785,8198664
2005-08-29,171.25,172.25,166.25,169.419998,101.374725,4081336
2005-08-30,169.457993,173.875,169.457993,173.044998,103.543816,5807592
2005-08-31,172.600006,176.919998,172.5,175.606995,105.076805,7408896
2005-09-01,176.231995,179.25,176.125,178.033005,106.528465,7600184
2005-09-02,178.75,180,176.882996,178.399994,106.748047,4920864
2005-09-05,180,183.363007,175.794998,176.283005,105.481346,7254784
2005-09-06,176.875,177.488007,173.5,174.807007,104.598137,5023440
2005-09-08,175,176.875,174.408005,175.761993,105.169563,2878192
2005-09-09,168.875,176.75,168.875,173.994995,104.112267,3741776
2005-09-12,178.625,204.75,175.811996,178.774994,106.97245,6631072
2005-09-13,178.875,178.875,176.324997,177.800003,106.388985,2244984
2005-09-14,177.5,178.375,173.375,175.020004,104.725571,3890080
2005-09-15,175.25,181.845001,175.25,181.238007,108.446236,11040736
2005-09-16,181.845001,184.712006,179.524994,182.199997,109.021843,5480184
2005-09-19,184.712006,185,180.375,181.770004,108.764511,2877448
2005-09-20,181.875,185,177.5,183.807007,109.983406,6293424
2005-09-21,184.25,184.5,175,181.707993,108.727409,6215320
2005-09-22,184.5,185.875,174.625,175.182007,104.822525,6482408
2005-09-23,175.044998,178.725006,175.044998,176.557007,105.645287,3815824
2005-09-26,177.5,184.125,177,183.238007,109.642929,2290048
2005-09-27,184.375,185.125,180.787994,182.787994,109.373665,6404008
2005-09-28,183,184.363007,180.875,183.688004,109.912193,5900064
2005-09-29,185,186.800003,183.125,184.106995,110.162918,8421888
2005-09-30,185,186.475006,183.033005,185.294998,110.873772,4982976
2005-10-03,181.925003,188.113007,181.925003,187.238007,112.036346,4472520
2005-10-04,187.475006,187.75,185.412994,186.220001,111.427269,6350472
2005-10-05,185.5,186.125,183.125,183.75,109.94931,6577720
2005-10-06,183.132996,183.132996,177.145004,178.082993,106.558342,8233792
2005-10-07,178.125,181.75,176.899994,180.600006,108.064468,6206624
2005-10-10,181.225006,184.375,180.412994,181.061996,108.340935,5371728
2005-10-11,182.5,184.350006,177.75,183.470001,109.781822,11565120
2005-10-13,183.75,185.625,178.794998,180.162994,107.802986,13605792
2005-10-14,181.25,181.5,176.875,178.007996,106.513451,5226192
2005-10-17,178.75,180.25,177.988007,179.270004,107.268646,4388816
2005-10-18,180.25,183.100006,178.886993,180.119995,109.611511,10941600
2005-10-19,182.494995,182.5,171.520004,175.199997,106.617477,10058832
2005-10-20,176.886993,179.375,173.882996,177.044998,107.740219,6352952
2005-10-21,178.625,179.600006,176.125,178.533005,108.645752,5923416
2005-10-24,179.024994,180.5,175.132996,175.938004,107.066574,3149632
2005-10-25,177.294998,181.375,176.061996,180,109.538521,5420312
2005-10-26,180,180.625,177.386993,177.783005,108.189369,4142808
2005-10-27,177.875,178.613007,173.75,175.162994,106.594978,6771944
2005-10-28,176.125,176.125,169.375,170.270004,103.617348,4501496
2005-10-31,170.625,176,170.044998,175.158005,106.591927,2851968
2005-11-02,175.162994,179.5,173.550003,178.625,108.701752,2852888
2005-11-04,NaN,NaN,NaN,NaN,NaN,NaN
2005-11-07,176,183.462006,176,183.095001,111.421959,4188480
2005-11-08,184.25,185.533005,183.800003,184.625,112.353012,5782184
2005-11-09,184.625,185.382996,181.283005,182.100006,110.816498,5000792
2005-11-10,182.125,184.613007,182.125,183.720001,111.802315,3095696
2005-11-11,183.125,186,183.125,185.332993,112.78389,5919888
2005-11-14,186.25,189.332993,186.25,188.787994,114.886406,8040360
2005-11-16,188.908005,189.625,187.783005,188.962006,114.99234,6742576
2005-11-17,187.5,189.75,186.557007,188.457993,114.6856,4878464
2005-11-18,189,191.375,189,190.869995,116.153488,8707720
2005-11-21,191.175003,192.337006,188.25,189.832993,115.522339,6597336
2005-11-22,189.25,190.600006,186,187.481995,114.091644,4751000
2005-11-23,187.5,190.25,187.375,189.582993,115.370239,6054776
2005-11-24,189.5,191.649994,189.5,190.533005,115.948357,4544088
2005-11-25,190.533005,192.5,188.794998,191.712006,116.665871,3344264
2005-11-28,192.350006,193.75,192,193.457993,117.728348,2535248
2005-11-29,193.100006,193.75,190.070007,193.169998,117.553108,3303424
2005-11-30,191.5,194.061996,189.375,190.136993,115.707336,4023376
2005-12-01,190,194.332993,189.845001,193.761993,117.913338,4161968
2005-12-02,194.332993,196.800003,192.632996,193.75,117.906036,4784360
2005-12-05,194,194.261993,190.783005,191.419998,116.488106,1913080
2005-12-06,191.875,196.25,190.787994,194.25,118.210297,3233064
2005-12-07,195.25,200,195.037994,199.445007,121.371742,5618952
2005-12-08,199.375,203.087006,199.033005,202.070007,122.969177,9585192
2005-12-09,202.25,211.824997,201.412994,210.337006,128.000015,6194224
2005-12-12,206.294998,213.125,205.25,206.274994,125.528046,6191488
2005-12-13,206.5,209.75,205.625,208.449997,126.851685,6027072
2005-12-14,207.5,212.5,205,210.488007,128.091919,4819208
2005-12-15,211.238007,212.311996,208.550003,210.350006,128.007935,4249016
2005-12-16,211.25,215.75,210.375,214.300003,130.411667,7907432
2005-12-19,215.75,219.125,214.625,216.820007,131.945251,4701168
2005-12-20,218.75,218.75,210.875,211.688004,128.822144,4628568
2005-12-21,213.125,214.324997,208.875,210.761993,128.258636,3282432
2005-12-22,211.25,212.462006,209.869995,210.587006,128.15213,2519208
2005-12-23,210.875,213.125,208.125,208.970001,127.168106,2455032
2005-12-26,209.25,209.25,207.033005,207.863007,126.49453,1625280
2005-12-27,207.845001,212.875,205.375,212.270004,129.176361,1565208
2005-12-28,211.875,213.75,209.582993,210.707993,128.225739,2582056
2005-12-29,211.25,214.988007,210.207993,213.757996,130.081848,3461784
2005-12-30,210,214.988007,210,212.856995,129.533569,2380248
2006-01-02,213.5,213.863007,210.169998,210.949997,128.373077,1653504
2006-01-03,210.658005,217.494995,210.25,216.649994,131.841766,3396936
2006-01-04,217.5,218.738007,215.274994,217.886993,132.594528,3545616
2006-01-05,218.125,218.25,215.238007,216.544998,131.777832,1431824
2006-01-06,216.875,217.488007,211.5,213.199997,129.742279,2965744
2006-01-09,213.770004,216.25,210.125,211.119995,128.476517,3883272
2006-01-10,211.25,212.475006,207.625,209.061996,127.224052,3972648
2006-01-12,206.625,211.125,201.875,209.212006,127.315407,13919696
2006-01-13,210,211.25,205.5,206.470001,125.646759,3608568
2006-01-16,206.375,206.375,200.320007,201.095001,122.375809,4804912
2006-01-17,201.375,205,201.25,202.925003,123.489433,3753056
2006-01-18,202.274994,202.975006,200.261993,202.445007,125.045959,3165120
2006-01-19,202.975006,206.837006,202.975006,206.294998,127.42411,3574728
2006-01-20,206.875,208.731995,204.375,205.5,126.933052,3294240
2006-01-23,204.375,204.375,201.412994,202.770004,125.246788,2280272
2006-01-24,204.375,206.125,203.800003,205.324997,126.824905,1890064
2006-01-25,206.125,207.494995,205.438004,206.399994,127.488937,6365736
2006-01-27,210,210,206.324997,207.395004,128.103516,3003816
2006-01-30,208.175003,209.949997,206.511993,207.363007,128.083801,1383144
2006-01-31,209.949997,209.949997,206.544998,208.800003,128.971359,1503160
2006-02-01,207,209.75,206.300003,208.332993,128.682953,3896696
2006-02-02,208.75,209.5,203.707993,204.600006,126.377113,3135736
2006-02-03,204.988007,205.975006,201.550003,203.850006,125.913864,4357520
2006-02-06,203.738007,210.375,203.294998,209.882996,129.640289,2894976
2006-02-07,210,211.688004,205.533005,209.261993,129.256729,7002784
2006-02-08,208.25,209.011993,206.544998,207.811996,128.361084,3332648
2006-02-10,208.770004,209.75,205.632996,208.699997,128.909637,2728200
2006-02-13,208.699997,208.75,206,206.375,127.473495,2020544
2006-02-14,208.75,208.75,201.75,202.320007,124.968773,6962064
2006-02-15,205.988007,205.988007,200.625,202.419998,125.030556,4209320
2006-02-16,203.125,204.975006,201.5,203.645004,125.787239,5284488
2006-02-17,206.25,207.050003,202.5,203.125,125.466064,2923448
2006-02-20,204.875,206.875,203.425003,206.231995,127.385178,2643608
2006-02-21,206.875,208.875,206.386993,208.25,128.631577,2301240
2006-02-22,208.75,208.75,206.412994,207.731995,128.31163,1156592
2006-02-23,207.5,211.238007,207.5,208.820007,128.983719,4141584
2006-02-24,208.783005,210,207.037994,208.757996,128.945435,1097336
2006-02-27,208.375,211.875,208.300003,211.294998,130.512451,2521112
2006-02-28,211.875,213,208.75,212.600006,131.318527,2821744
2006-03-01,212.5,218.175003,210.908005,217.524994,134.36058,4506152
2006-03-02,218.175003,219.25,215.044998,217.725006,134.484085,3277696
2006-03-03,217.75,217.75,212.169998,213.220001,131.701553,2124440
2006-03-06,214.5,219.125,213.75,218.037994,134.677475,3631584
2006-03-07,217.520004,218.75,215,215.587006,133.163574,1985168
2006-03-08,216.5,217.5,213.125,215.320007,132.998627,3813488
2006-03-09,215,216,211.25,215.606995,133.175919,4662712
2006-03-10,211.5,221.875,211.25,220.457993,136.172226,6434944
2006-03-13,221.725006,230.949997,221.725006,228.574997,141.185944,7178552
2006-03-14,228.113007,228.462006,223.886993,225.395004,139.221725,3477456
2006-03-16,227.125,229.988007,225.787994,229.425003,141.711014,4600064
2006-03-17,230,235.061996,230,232.625,143.687561,5932240
2006-03-20,234.25,239.375,233.188004,238.5,147.316406,7012872
2006-03-21,238.5,241.875,237.332993,239.399994,147.87233,5301384
2006-03-22,240,240,235.149994,236.669998,146.186066,5121168
2006-03-23,237.5,239.875,233.533005,234.274994,144.706696,2644488
2006-03-24,235.875,238.125,233.632996,236.432007,146.039017,2917384
2006-03-27,236.875,238.75,235.695007,236.369995,146.000763,2928432
2006-03-28,237.5,238.875,235.125,235.949997,145.741318,3751272
2006-03-29,234.875,237.863007,233.375,237.270004,146.556732,4284296
2006-03-30,237.863007,251.25,237.863007,246.011993,151.956451,5784168
2006-03-31,244.738007,244.738007,238.75,239.438004,147.895782,2920168
2006-04-03,240.875,244.5,240,243.845001,150.617905,3105672
2006-04-04,243.800003,245,242.507996,243.570007,150.448059,2971608
2006-04-05,243.761993,245.645004,240,241.507996,149.174393,2776928
2006-04-07,243.5,249.625,234.375,236.158005,145.869812,7385560
2006-04-10,237.5,239.994995,235,236.761993,146.242889,7034440
2006-04-12,237.274994,237.5,220.375,222.600006,137.495377,13157376
2006-04-13,225.625,228.712006,221.25,224.645004,138.758453,8601672
2006-04-17,228.125,238.875,226.908005,238.320007,147.205231,9688752
